kanji,id_5th_ed,id_6th_ed,keyword_5th_ed,keyword_6th_ed,components,on_reading,kun_reading,stroke_count,jlpt
派,1855,1999,faction,faction,water; water droplets; water pistol; caveman; drag; person; rag,ハ,,9,N1
脈,1856,2000,vein,vein,moon; month; flesh; part of the body; caveman; drag; person; rag,ミャク,すじ,10,N1
衆,1857,2001,masses,masses,blood; drop; dish; Carol in rags person; rag,シュウ; シュ,おお.い,12,N1
逓,1858,2002,parcel post,parcel post,drag; cornstalk; belt; road,テイ,かわ.る; たがいに,10,N1
段,1859,2003,grade,grade,staple gun; cruise missile; missile; wind; crotch,ダン; タン,,9,N3
鍛,1860,2004,forge,forge,metal; gold; grade; staple gun; cruise missile; missile; wind; crotch,タン,きた.える,17,N1
后,1861,2005,empress,empress,drag; one; ceiling; mouth,コウ; ゴ,きさき,6,N1
幻,1862,2006,phantasm,phantasm,cocoon; clothes hanger; coat hanger,ゲン,まぼろし,4,N1
司,1863,2007,director,director,clothes hanger; coat hanger; one; mouth,シ,つかさど.る,5,N1
伺,1864,2008,pay respects,pay respects,person; director; Ken Russel; clothes hanger; coat hanger; one; mouth,シ,うかが.う,7,N2
詞,1865,2009,parts of speech,parts of speech,part of speech; say; words; keitai; mouth; director; Ken Russel; clothes hanger; coat hanger; one; mouth,シ,,12,N2
飼,1866,2010,domesticate,domesticate,eat; food; umbrella; good; halo; drop; silver; director; Ken Russel; clothes hanger; coat hanger; one; mouth,シ,か.う,13,N1
嗣,1867,2011,heir,heir,mouth; scrapbook; glass canopy; hood; flowers; director; Ken Russel; clothes hanger; coat hanger; one; mouth,シ,,13,N1
舟,1868,2012,boat,boat,,シュウ,ふね; ふな-; -ぶね,6,N2
舶,1869,2013,liner,liner,boat; white; dove,ハク,,11,N1
航,1870,2014,navigate,navigate,boat; whirlwind; top hat; wind,コウ,,10,N2
舷,2675,2015,gunwale,gunwale,boat; mysterious; top hat; cocoon,ゲン,ふなべい; ふなばた,11,
般,1871,2016,carrier,carrier,boat; cruise missile; missile; wind; crotch,ハン,,10,N2
盤,1872,2017,tray,tray,carrier; boat; cruise missile; missile; wind; crotch; dish,バン,,15,N1
搬,1873,2018,conveyor,conveyor,finger; fingers; carrier; boat; cruise missile; missile; wind; crotch,ハン,,13,N1
船,1874,2019,ship,ship,boat; gully; eight; mouth,セン,ふね; ふな-,11,N3
艦,1875,2020,warship,warship,boat; oversee; retainer; slave; reclining; lying down; one; floor; dish,カン,,21,N1
艇,1876,2021,rowboat,rowboat,boat; courts; porter; drop; samurai; stretch,テイ,,13,N1
瓜,1877,2022,melon,melon,claw; vulture; elbow,カ; ケ,うり,6,
弧,1878,2023,arc,arc,bow; melon; claw; vulture; elbow,コ,,9,N1
孤,1879,2024,orphan,orphan,child; melon; claw; vulture; elbow,コ,,9,N1
繭,1880,2025,cocoon,cocoon,flowers; hood; stick; thread; spiderman; insect,ケン,まゆ; きぬ,18,N1
益,1881,2026,benefit,benefit,animal horns; one; floor; animal legs; eight; dish,エキ; ヤク,ま.す,10,N1
暇,1882,2027,spare time,spare time,sun; day; hobby; staples; mouth; box; crotch,カ,ひま; いとま,13,N1
敷,1883,2028,spread,spread,arrowhead; rice field; brains; compass; direction; taskmaster,フ,し.く; -し.き,15,N1
来,1884,2029,come,come,not yet; animal horns,ライ; タイ,く.る; きた.る; きた.す; き.たす; き.たる; き; こ,7,N5
気,1885,2030,spirit,spirit,landed fish; reclining; lying down; one; floor; fishhook; sheaf,キ; ケ,いき,6,N5
汽,1886,2031,vapor,vapor,water; water droplets; water pistol; landed fish; reclining; lying down; one; floor; fishhook,キ,,7,N1
飛,1887,2032,fly,fly,hook; propeller; measuring box; thousand; needles,ヒ,と.ぶ; と.ばす; -と.ばす,9,N3
沈,1888,2033,sink,sink,water; water droplets; water pistol; garter; crown; human legs,チン; ジン,しず.む; しず.める,7,N2
枕,2472,2034,pillow,pillow,tree; wood; garter; crown; human legs,チン; シン,まくら,8,
妻,1889,2035,wife,wife,ten; needle; rake; woman,サイ,つま,8,N3
凄,2133,2036,nifty,nifty,ice; wife; ten; needle; rake; woman,セイ; サイ,さむ.い; すご.い; すさ.まじい,10,
衰,1890,2037,decline,decline,pathetic; stick; top hat; scarf; mouth,スイ,おとろ.える,10,N1
衷,1891,2038,inmost,inmost,ten; needle; mouth; scarf,チュウ,,9,N1
面,1892,2039,mask,mask,hundred; one; ceiling; drop; pent in; eye,メン; ベン,おも; おもて; つら,9,N3
麺,2752,2040,noodles,noodles,barley; grow up; walking legs; mask; hundred; one; ceiling; drop; pent in; eye,メン; ベン,むぎこ,16,
革,1893,2041,leather,leather,flowers; car; mouth; ten; needle,カク,かわ,9,N2
靴,1894,2042,shoes,shoes,leather; flowers; car; mouth; ten; needle; change; person; spoon; sitting on the ground,カ,くつ,13,N3
覇,1895,2043,hegemony,hegemony,old west; leather; flowers; car; mouth; ten; needle; moon; month; flesh; part of the body,ハ; ハク,はたがしら,19,N1
声,1896,2044,voice,voice,samurai; flag; stick,セイ; ショウ,こえ; こわ-,7,N3
眉,2583,2045,eyebrow,eyebrow,flag; stick; eye,ビ; ミ,まゆ,9,N1
呉,1897,2046,give,give,mouth; chair; tool; animal legs,ゴ,く.れる; くれ,7,N1
娯,1898,2047,recreation,recreation,woman; give; mouth; chair; tool; animal legs,ゴ,,10,N1
誤,1899,2048,mistake,mistake,say; words; keitai; mouth; give; mouth; chair; tool; animal legs,ゴ,あやま.る; -あやま.る,14,N3
蒸,1900,2049,steam,steam,flowers; helping hand; complete; water; one; floor; oven-fire; barbecue,ジョウ; セイ,む.す; む.れる; む.らす,13,N2
承,1901,2050,acquiesce,acquiesce,water; complete; three,ショウ; ジョウ,うけたまわ.る; う.ける; ささ.げる; とど.める; たす.ける; こ.らす; つい.で; すく.う,8,N2
函,1902,2051,bin,bin,snare; sparkler; shovel,カン,はこ; い.れる,8,
極,1903,2052,poles,poles,decay; tree; wood; snare; mouth; crotch; one; floor,キョク; ゴク,きわ.める; きわ.まる; きわ.まり; きわ.み; き.める; -ぎ.め; き.まる,12,N2
牙,1904,2053,tusk,tusk,,ガ; ゲ,きば; は; きばへん,5,
芽,1905,2054,bud,bud,flowers; tusk,ガ,め,8,N1
邪,1906,2055,wicked,wicked,tusk; city walls,ジャ,よこし.ま,8,N1
雅,1907,2056,gracious,gracious,tusk; turkey,ガ,みや.び,13,N1
釈,1908,2057,explanation,interpretation,animal tracks; drop; rice; shaku-hachi; flag; stick,シャク; セキ,とく; す.てる; ゆる.す,11,N1
番,1909,2058,turn,turn,dice; animal tracks; drop; rice; rice field; brains,バン,つが.い,12,N3
審,1910,2059,hearing,hearing,house; dice; animal tracks; drop; rice; rice field; brains,シン,つまび.らか; つぶさ.に,15,N1
翻,1911,2060,flip,flip,dice; animal tracks; drop; rice; rice field; brains; feathers; wings,ホン; ハン,ひるがえ.る; ひるがえ.す,18,N1
藩,1912,2061,clan,clan,flowers; water; water droplets; water pistol; dice; animal tracks; drop; rice; rice field; brains,ハン,,18,N1
毛,1913,2062,fur,fur,,モウ,け,4,N2
耗,1914,2063,decrease,decrease,christmas tree; fur,モウ; コウ; カウ,,10,N1
尾,1915,2064,tail,tail,flag; fur,ビ,お,7,N1
宅,1916,2065,home,home,house; lock of hair,タク,,6,N3
託,1917,2066,consign,consign,say; words; keitai; mouth; lock of hair,タク,かこつ.ける; かこ.つ; かこ.つける,10,N1
為,1918,2067,do,do,so; strange building; tail feathers,イ,ため; な.る; な.す; す.る; たり; つく.る; なり,9,N1
偽,1919,2068,falsehood,falsehood,person; do; so; strange building; tail feathers,ギ; カ,いつわ.る; にせ; いつわ.り,11,N1
畏,2569,2069,apprehensive,apprehensive,rice field; brains; hairpin; safety-pin,イ,おそ.れる; かしこ.まる; かしこ; かしこ.し,9,
長,1920,2070,long,long,hair; hairpin; safety-pin,チョウ,なが.い; おさ,8,N5
張,1921,2071,lengthen,lengthen,bow; long,チョウ,は.る; -は.り; -ば.り,11,N1
帳,1922,2072,notebook,notebook,towel; long,チョウ,とばり,11,N1
脹,1923,2073,dilate,dilate,moon; month; flesh; part of the body; long,チョウ,は.れる; ふく.らむ; ふく.れる,12,N1
髪,1924,2074,hair of the head,hair of the head,hairstyle; hair; shape; friend,ハツ,かみ,14,N3
展,1925,2075,unfold,unfold,flag; salad; hairpin; safety-pin,テン,,10,N1
喪,1926,2076,miss,miss,soil; dirt; ground; mouth; hairpin; safety-pin,ソウ,も,12,N1
巣,1927,2077,nest,nest,owl; fruit; rice field; brains; tree; wood,ソウ,す; す.くう,11,N1
単,1928,2078,simple,simple,owl; rice field; brains; ten; needle,タン,ひとえ,9,N3
戦,1929,2079,war,war,simple; owl; rice field; brains; ten; needle; fiesta,セン,いくさ; たたか.う; おのの.く; そよぐ; わなな.く,13,N3
禅,1930,2080,Zen,Zen,zen; altar; simple; owl; rice field; brains; ten; needle,ゼン; セン,しずか; ゆず.る,13,N1
弾,1931,2081,bullet,bullet,bow; simple; owl; rice field; brains; ten; needle,ダン; タン,ひ.く; -ひ.き; はず.む; たま; はじ.く; はじ.ける; ただ.す; はじ.きゆみ,12,N1
桜,1932,2082,cherry tree,cherry tree,tree; wood; owl; woman,オウ; ヨウ,さくら,10,N1
獣,1933,2083,animal,animal,owl; rice field; brains; one; mouth; chihuahua; dog; large; drop,ジュウ,けもの; けだもの,16,N1
脳,1934,2084,brain,brain,moon; month; flesh; part of the body; owl; villain; sheaf; shovel,ノウ; ドウ,のうずる,11,N2
悩,1935,2085,trouble,trouble,Freud; state of mind; owl; villain; sheaf; shovel,ノウ,なや.む; なや.ます; なや.ましい; なやみ,10,N2
厳,1936,2086,stern,stern,owl; cliff; daring; spike; ear; taskmaster,ゲン; ゴン,おごそ.か; きび.しい; いか.めしい; いつくし,17,N1
鎖,1937,2087,chain,chain,metal; gold; small; shellfish; clam; oyster; eye; animal legs; eight,サ,くさり; とざ.す,18,N1
挙,1938,2088,raise,raise,owl; tool; hand,キョ,あ.げる; あ.がる; こぞ.る,10,N1
誉,1939,2089,reputation,reputation,owl; tool; say; words; keitai; mouth,ヨ,ほま.れ; ほ.める,13,N1
猟,1940,2090,game hunting,game hunting,pack of wild dogs; anemometer; owl; wind; cornstalk,リョウ; レフ,かり; か.る,11,N1
鳥,1941,2091,bird,bird,white; dove; one; tail feathers,チョウ,とり,11,N4
鳴,1942,2092,chirp,chirp,mouth; bird,メイ,な.く; な.る; な.らす,14,N3
鶴,1943,2093,crane,crane,turkey house; bird,カク,つる,21,N1
烏,1944,2094,crow,crow,drop; mouth; one; tail feathers,ウ; オ,からす; いずくんぞ; なんぞ,10,
蔦,1945,2095,vine,vine,flowers; bird,チョウ,つた,14,N1
鳩,1946,2096,pigeon,pigeon,nine; baseball; bird,キュウ; ク,はと; あつ.める,13,N1
鶏,1947,2097,chicken,chicken,claw; vulture; husband; bird,ケイ,にわとり; とり,19,N1
島,1948,2098,island,island,bird; mountain,トウ,しま,10,N2
暖,1949,2099,warmth,warmth,sun; day; migrating ducks; claw; vulture; one; friend,ダン; ノン,あたた.か; あたた.かい; あたた.まる; あたた.める,13,N1
媛,1950,2100,beautiful woman,beautiful woman,woman; migrating ducks; claw; vulture; one; friend,エン,ひめ,12,N1
援,1951,2101,abet,abet,finger; fingers; migrating ducks; claw; vulture; one; friend,エン,,12,N1
緩,1952,2102,slacken,slacken,thread; spiderman; migrating ducks; claw; vulture; one; friend,カン,ゆる.い; ゆる.やか; ゆる.む; ゆる.める,15,N1
属,1953,2103,belong,belong,flag; gnats; drop; insect; belt,ゾク; ショク,さかん; つく; やから,12,N1
嘱,1954,2104,entrust,entrust,mouth; belong; flag; gnats; drop; insect; belt,ショク,しょく.する; たの.む,15,N1
偶,1955,2105,accidentally,accidentally,person; talking cricket; brains; insect; belt,グウ,たま,11,N3
遇,1956,2106,interview,interview,talking cricket; brains; insect; belt; road,グウ,あ.う,12,N1
愚,1957,2107,foolish,foolish,talking cricket; brains; insect; belt; heart,グ,おろ.か,13,N1
隅,1958,2108,corner,corner,pinnacle; parthenon; acropolis; talking cricket; brains; insect; belt,グウ,すみ,12,N2
逆,1959,2109,inverted,inverted,mountain goat; horns; mountain; road,ギャク; ゲキ,さか; さか.さ; さか.らう,9,N2
塑,1960,2110,model,model,first day of the month; mountain goat; horns; mountain; moon; month; flesh; part of the body; soil; dirt; ground,ソ,でく,13,N1
遡,2847,2111,go upstream,go upstream,first day of the month; mountain goat; horns; mountain; moon; month; flesh; part of the body; road,ソ; サク,さかのぼ.る,13,
岡,1961,2112,Mount,Mount,mount; glass canopy; hood; mountain goat; horns; mountain,コウ,おか,8,
鋼,1962,2113,steel,steel,metal; gold; mount,コウ,はがね,16,N1
綱,1963,2114,hawser,hawser,thread; spiderman; mount,コウ,つな,14,N1
剛,1964,2115,sturdy,sturdy,mount; sword; sabre; saber,ゴウ,,10,N1
缶,1965,2116,tin can,tin can,noon; sign of the horse; shovel,カン,かま,6,N2
陶,1966,2117,pottery,pottery,pinnacle; parthenon; acropolis; bound up; tin can; noon; sign of the horse; shovel,トウ,,11,N1
揺,1967,2118,swing,swing,finger; fingers; condor; claw; vulture; king; mountain,ヨウ,ゆ.れる; ゆ.る; ゆ.らぐ; ゆ.るぐ; ゆ.する; ゆ.さぶる; ゆ.すぶる; うご.く,12,N1
謡,1968,2119,Noh chanting,Noh chanting,noh chanting; say; words; keitai; mouth; condor; claw; vulture; king; mountain,ヨウ,うた.い; うた.う,16,N1
鬱,3030,2120,gloom,gloom,,ウツ,うっ.する; しげ.る; ふさ.ぐ,29,
就,1969,2121,concerning,concerning,capital; tall; top hat; mouth; small; little; understandably; chihuahua with one human leg,シュウ; ジュ,つ.く; つ.ける,12,N1
蹴,2742,2122,kick,kick,wooden leg; mouth; stop; footprint; concerning; capital; tall; top hat; mouth; small; little; understandably; chihuahua with one human leg,シュク; シュウ,け.る,19,
懇,1970,2123,sociable,sociable,skunk; silver; heart,コン,ねんご.ろ,17,N1
墾,1971,2124,groundbreaking,groundbreaking,skunk; silver; soil; dirt; ground,コン,,16,N1
貌,2733,2125,countenance,countenance,skunk; badger; white; dove; human legs,ボウ; バク,かたち; かたどる,14,
免,1972,2126,excuse,excuse,village stocks; rabbit; bound up; human legs,メン,まぬか.れる; まぬが.れる,8,N1
逸,1973,2127,elude,elude,deviate; village stocks; rabbit; bound up; human legs; road,イツ,そ.れる; そ.らす; はぐ.れる,11,N1
晩,1974,2128,nightfall,nightfall,sun; day; village stocks; rabbit; bound up; human legs,バン,,12,N3
勉,1975,2129,exertion,exertion,village stocks; rabbit; bound up; human legs; power; muscle; arnold,ベン,つと.める,10,N4
象,1976,2130,elephant,elephant,colour; color; bound up; sow; pig,ショウ; ゾウ,かたど.る,12,N2
像,1977,2131,statue,statue,person; elephant; colour; color; bound up; sow; pig,ゾウ,,14,N2
馬,1978,2132,horse,horse,team of horses,バ,うま; うま-; ま,10,N3
駒,1979,2133,pony,pony,team of horses; phrase; bound up; mouth,ク,こま,15,N1
験,1980,2134,verification,verification,team of horses; awl; fit; meeting; umbrella; mouth; person,ケン; ゲン,あかし; しるし; ため.す; ためし,18,N4
騎,1981,2135,equestrian,equestrian,team of horses; strange; large; St. Bernard; street; nail; spike; mouth,キ,,18,N1
駐,1982,2136,parking,parking,stop-over; team of horses; candlestick; lord; drop; king; jewel; ball,チュウ,,15,N2
駆,1983,2137,drive,drive,team of horses; ward; box; sheaf,ク,か.ける; か.る,14,N1
駅,1984,2138,station,station,team of horses; shaku-hachi; flag; stick,エキ,,14,N4
騒,1985,2139,boisterous,boisterous,team of horses; crotch; insect,ソウ,さわ.ぐ; うれい; さわ.がしい,18,N1
駄,1986,2140,burdensome,burdensome,team of horses; plump; large; St. Bernard; drop,ダ; タ,,14,N1
驚,1987,2141,wonder,wonder,awe; flowers; phrase; bound up; mouth; taskmaster; team of horses,キョウ,おどろ.く; おどろ.かす,22,N1
篤,1988,2142,fervent,fervent,bamboo; team of horses,トク,あつ.い,16,N1
罵,2699,2143,insult,insult,eye; cross-eyed; net; team of horses,バ,ののし.る,15,
騰,1989,2144,inflation,inflation,edam; moon; month; flesh; part of the body; quarter; team of horses,トウ,,20,N1
虎,1990,2145,tiger,tiger,magic wand; augury; cliff; hook; diced; seven; human legs,コ,とら,8,N1
虜,1991,2146,captive,captive,tiger; male; rice field; brains; power; muscle; arnold,リョ; ロ,とりこ; とりく,13,N1
膚,1992,2147,skin,skin,tiger; stomach; rice field; brains; moon; month; flesh; part of the body,フ,はだ,15,N2
虚,1993,2148,void,void,tiger; row,キョ; コ,むな.しい; うつ.ろ,11,N1
戯,1994,2149,frolic,frolic,void; tiger; row; fiesta,ギ; ゲ,たわむ.れる; ざ.れる; じゃ.れる,15,N1
虞,1995,2150,uneasiness,uneasiness,tiger; give; mouth; chair; tool,グ,おそれ; おもんぱか.る; はか.る; うれ.える; あざむ.く; あやま.る; のぞ.む; たの.しむ,13,N1
慮,1996,2151,prudence,prudence,tiger; think; rice field; brains; heart,リョ,おもんぱく.る; おもんぱか.る,15,N1
劇,1997,2152,drama,drama,tiger; sow; pig; sword; sabre; saber,ゲキ,,15,N2
虐,1998,2153,tyrannize,tyrannize,tiger; one; box,ギャク,しいた.げる,9,N1
鹿,1999,2154,deer,deer,cave; antlers; compare; spoon; sitting on the ground,ロク,しか; か,11,N1
麓,2839,2155,foot of a mountain,foot of a mountain,grove; tree; wood; deer; cave; antlers; compare; spoon; sitting on the ground,ロク,ふもと,19,
薦,2000,2156,recommend,recommend,flowers; deer; cave; antlers; slingshot; catapult; tail feathers,セン,すす.める,16,N1
慶,2001,2157,jubilation,jubilation,deer; cave; antlers; crown; heart; walking legs,ケイ,よろこ.び,15,N1
麗,2002,2158,lovely,lovely,one; ceiling; mediocre; deer; cave; antlers; compare,レイ,うるわ.しい; うら.らか,19,N1
熊,2003,2159,bear,bear,ability; elbow; moon; month; flesh; part of the body; spoon; sitting on the ground; oven-fire; barbecue,ユウ,くま,14,N1
能,2004,2160,ability,ability,elbow; moon; month; flesh; part of the body; spoon; sitting on the ground,ノウ,よ.く,10,N3
態,2005,2161,attitude,attitude,ability; elbow; moon; month; flesh; part of the body; spoon; sitting on the ground; heart,タイ,わざ.と,14,N1
寅,2006,2162,sign of the tiger,sign of the tiger,house; caterpillar; one; ceiling; sprout; shoot; animal legs; eight,イン,とら,11,N1
演,2007,2163,performance,performance,water; water droplets; water pistol; sign of the tiger; house; caterpillar; one; ceiling; sprout; shoot; animal legs; eight,エン,,14,N3
辰,2008,2164,sign of the dragon,sign of the dragon,cliff; two; hairpin; safety-pin,シン; ジン,たつ,7,N1
辱,2009,2165,embarrass,embarrass,sign of the dragon; cliff; two; hairpin; safety-pin; glue,ジョク,はずかし.める,10,N1
震,2010,2166,quake,quake,rain; weather; sign of the dragon; cliff; two; hairpin; safety-pin,シン,ふる.う; ふる.える,15,N2
振,2011,2167,shake,shake,finger; fingers; sign of the dragon; cliff; two; hairpin; safety-pin,シン,ふ.る; ぶ.る; ふ.り; -ぶ.り; ふ.るう,10,N1
娠,2012,2168,with child,with child,woman; sign of the dragon; cliff; two; hairpin; safety-pin,シン,,10,N1
唇,2013,2169,lips,lips,sign of the dragon; cliff; two; hairpin; safety-pin; mouth,シン,くちびる,10,N1
農,2014,2170,agriculture,agriculture,bend; sign of the dragon; cliff; two; hairpin; safety-pin,ノウ,,13,N2
濃,2015,2171,concentrated,concentrated,water; water droplets; water pistol; agriculture; bend; sign of the dragon; cliff; two; hairpin; safety-pin,ノウ,こ.い,16,N2
送,2016,2172,send off,send off,escort; golden calf; horns; heavens; road,ソウ,おく.る,9,N4
関,2017,2173,connection,connection,gates; golden calf; horns; heavens,カン,せき; -ぜき; かか.わる; からくり; かんぬき,14,N3
咲,2018,2174,blossom,blossom,mouth; golden calf; horns; heavens,ショウ,さ.く; -ざき,9,N2
鬼,2019,2175,ghost,ghost,oni; drop; brains; rice field; human legs; elbow,キ,おに; おに-,10,N1
醜,2020,2176,ugly,ugly,whiskey bottle; ghost; oni; drop; brains; rice field; human legs; elbow,シュウ,みにく.い; しこ,17,N1
魂,2021,2177,soul,soul,rising cloud; two; elbow; wall; ghost; oni; drop; brains; rice field; human legs; elbow,コン,たましい; たま,14,N1
魔,2022,2178,witch,witch,hemp; cliff; grove; tree; wood; ghost; oni; drop; brains; rice field; human legs; elbow,マ,,21,N1
魅,2023,2179,fascination,fascination,ghost; oni; drop; brains; rice field; human legs; elbow; not yet; one; tree; wood,ミ,,15,N1
塊,2024,2180,clod,clod,soil; dirt; ground; ghost; oni; drop; brains; rice field; human legs; elbow,カイ; ケ,かたまり; つちくれ,13,N1
襲,2025,2181,attack,attack,old dragon; vase; stand up; moon; month; flesh; part of the body; slingshot; catapult; snake; self; three; cloth; clothes; clothing; garment; dragon*,シュウ,おそ.う; かさ.ね,22,N1
嚇,2026,2182,upbraid,upbraid,menacing; mouth; incandescent; red,カク,おど.かす,17,N1
朕,2027,2183,majestic plural,majestic plural,moon; month; flesh; part of the body; golden calf; horns; heavens,チン,,10,N1
雰,2028,2184,atmosphere,atmosphere,rain; weather; part,フン,,12,N1
箇,2029,2185,item,item,bamboo; harden; pent in; old; tombstone; gravestone; church; ten; needle; mouth,カ; コ,,14,N1
錬,2030,2186,tempering,tempering,metal; gold; east; tree; wood; sun; day,レン,ね.る,16,N1
遵,2031,2187,abide by,abide by,revered; Mother Teresa; chieftain; Molotov cocktail; animal horns; whiskey bottle; glue; road,ジュン,,15,N1
罷,2032,2188,quit,quit,eye; cross-eyed; net; ability; elbow; moon; month; flesh; part of the body; spoon; sitting on the ground,ヒ,まか.り-; や.める,15,N1
屯,2033,2189,barracks,barracks,earthworm; drop; shovel; fishhook,トン,,4,N1
且,2034,2190,moreover,moreover,shelf; my bookshelves,ショ; ソ; ショウ,か.つ,5,N1
藻,2035,2191,seaweed,seaweed,flowers; water; water droplets; water pistol; furniture; goods; mouth; tree; wood,ソウ,も,19,N1
隷,2036,2192,slave,slave,samurai; altar; show; two; small; sieve; rake; grains of rice,レイ,したが.う; しもべ,16,N1
癒,2037,2193,healing,healing,sickness; hospital; in the nick of time; meeting of butchers; moon; month; flesh; part of the body; sword; sabre; saber; heart,ユ,い.える; いや.す,18,N1
璽,2075,2194,imperial seal,imperial seal,let it be; noren; one; ceiling; eight; towel; stitching; patchwork quilt; jewel; earring,ジ,,19,
潟,2039,2195,lagoon,lagoon,water; water droplets; water pistol; mortar; tail feathers,セキ,かた; -がた,15,N1
丹,2038,2196,cinnabar,cinnabar,rust colored; ship´s funnel,タン,に,4,N1
丑,2040,2197,sign of the cow,sign of the cow,dagger; two,チュウ,うし,4,N1
羞,3029,2198,humiliate,humiliate,,シュウ,すすめ.る; はじ.る; は.ずかしい,11,
卯,2041,2199,sign of the hare,sign of the hare,blown eggs,ボウ; モウ,う,5,N1
巳,2042,2200,sign of the snake,sign of the snake,mosaic with bit missing,シ,み,3,N1
此,2043,2201,this here,this here,,シ,これ; この; ここ,6,
柴,2044,2202,brushwood,brushwood,,サイ; シ,しば,10,
些,2046,2203,whit,whit,,サ; シャ,ち.と; ち.っと; いささか,8,
砦,2045,2204,fort,fort,,サイ,とりで,11,
髭,2047,2205,beard,beard,,シ,ひげ; くちひげ,16,
禽,2049,2206,fowl,fowl,,キン,とり; とりこ,13,
檎,2050,2207,apple,apple,,キン; ゴン; ゴ,,17,
憐,2051,2208,sympathize with,sympathize with,,レン,あわ.れむ; あわ.れ,16,
燐,2052,2209,phosphorus,phosphorus,,リン,,17,
麟,2053,2210,camelopard,camelopard,,リン,,24,N1
鱗,2054,2211,scaled,scaled,,リン,うろこ; こけ; こけら,24,
奄,2055,2212,encompassing,encompassing,,エン,おお.う; たちまち,8,
庵,2056,2213,hermitage,hermitage,,アン,いおり; いお,11,
掩,2057,2214,shrouded,shrouded,,エン,おお.う,11,
悛,2059,2215,make amends,make amends,,シュン; セン,あらた.める,10,
駿,2060,2216,steed,steed,,シュン; スン,すぐ.れる,17,N1
峻,2061,2217,steep,steep,,シュン,けわ.しい; たか.い,10,N1
竣,2062,2218,complete a job,complete a job,,ドウ; シュン,わらわ; わらべ; おわ.る,12,N1
犀,2069,2219,rhinoceros,rhinoceros,,サイ; セイ,,12,
皐,2070,2220,lunar month,lunar month,,コウ,さつき,11,N1
畷,2072,2221,rice-field footpath,rice-field footpath,,テツ; テイ; セイ,なわて,13,
綴,2073,2222,mend,mend,,テイ; テツ; テチ; ゲツ,と.じる; つづ.る; つづり; すみ.やか,14,
鎧,2076,2223,suit of armor,suit of armor,,カイ; ガイ,よろ.う; よろい,18,
凱,2077,2224,triumph,triumph,,ガイ; カイ,かちどき; やわらぐ,12,N1
呑,2080,2225,quaff,quaff,,トン; ドン,の.む,7,
韮,2081,2226,leek,leek,,キュウ; ク,にら,12,
籤,2082,2227,lottery,lottery,,セン,くじ; かずとり,23,
懺,2083,2228,penitential,penitential,,ザン; サン,くい.る,20,
芻,2084,2229,hay,hay,,スウ; シュウ; ス,まぐさ,10,
雛,2085,2230,chick,chick,,スウ; ス; ジュ,ひな; ひよこ,18,N1
趨,2086,2231,scurry,scurry,,スウ; ソク,しゅ; おもむ.く; はし.る,17,
尤,2087,2232,understandably,understandably,,ユウ,もっと.も; とが.める,4,
厖,2089,2233,immense,immense,,ボウ,おおき.い,9,
或,2091,2234,a  (a certain),a  (a certain),,ワク; コク; イキ,あ.る; あるい; あるいは,8,
兎,2093,2235,rabbit,rabbit,,ト; ツ,うさぎ,8,
也,2094,2236,est,est,,ヤ; エ,なり; か; また,3,N1
巴,2096,2237,comma-design,comma-design,,ハ,ともえ; うずまき,4,N1
疋,2098,2238,critters,critters,,ヒキ; ショ; ソ; ヒツ,あし,5,
菫,2099,2239,violet,violet,,キン,すみれ,11,N1
曼,2100,2240,mandala,mandala,,マン; バン,なが.い,11,
云,2102,2241,quote,quote,,ウン,い.う; ここに,4,
莫,2105,2242,shalt,shalt,,バク; ボ; マク; モ; ナイ,くれ; なか.れ; なし,10,
而,3006,2243,and then,and then,,ジ; ニ,しこ.うして; しか.して; しか.も; しか.れども; すなわち; なんじ; しかるに,6,
倭,2106,2244,Yamato,Yamato,,ワ; イ,やまと; したが.う,10,N1
侠,2107,2245,chivalry,chivalry,,キョウ,きゃん; おとこだて,8,
倦,2108,2246,fed up,fed up,,ケン,あき.る; あぐ.む; あぐ.ねる; う.む; つか.れる,11,
俄,2110,2247,abrupt,abrupt,,ガ,にわか,9,
佃,2111,2248,work a field,work a field,,テン; デン,つくだ,7,
仔,2113,2249,animal offspring,animal offspring,,シ,こ; た.える,5,
仇,2114,2250,foe,foe,,キュウ; グ,あだ; あた; かたき; つれあい,4,
伽,2115,2251,look after,look after,,カ; ガ; キャ; ギャ,とぎ,7,N1
儲,2118,2252,make a profit,make a profit,,チョ,もう.ける; もう.かる; もうけ; たくわ.える,17,
僑,2120,2253,emigrant,emigrant,,キョウ,,14,
倶,2124,2254,mate,mate,,グ; ク,とも.に,10,
侃,2123,2255,integrity,forthright,,カン,つよ.い,8,N1
偲,2129,2256,memorial,memorial,,サイ; シ,しの.ぶ,11,N1
侭,2125,2257,as is,as is,,ジン,まま; ことごとく,8,
脩,2130,2258,dried meat,dried meat,,シュウ,おさ.める; なが.い; ほじし,11,N1
倅,2131,2259,my son,my son,,サイ; ソツ; ソチ,せがれ,10,
做,2132,2260,make do,make do,,サ; サク; ソ,な.す; つく.る,11,
冴,2134,2261,sharp,sharp,,ゴ; コ,さ.える; こお.る; ひ.える,7,N1
凋,2135,2262,wilt,wilt,,チョウ,しぼ.む,10,
凌,2136,2263,pull through,pull through,,リョウ,しの.ぐ,10,N1
凛,2138,2264,stately,stately,,リン,きびし.い,15,
